trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.4016064652978155}",25,0,-36.81733958093155,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.3995984329713264}",20,10,22.024250813994335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.3976004408064698}",20,8,-73.97361566073864,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
185,False,"{'a': 0.5, 'e': 0.39561243860243744}",20,1,14.387911411838346,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.3936343764094253}",20,6,-16.994939233178386,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.39166620452737816}",30,0,-52.743320206181394,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.3897078735047413}",25,4,-24.374996176314674,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.3877593341372176}",25,7,-69.02359963846871,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.3858205374665315}",30,12,-40.9797190646771,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.38389143477919885}",20,10,-42.646711675703536,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.5, 'e': 0.3819719776053028}",30,10,32.474962883926054,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.3800621177172763}",20,0,-56.62696910461385,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.37816180712868996}",25,12,20.839197457794597,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37627099809304654}",20,16,8.629539147334718,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.3743896431025813}",20,0,7.654458821990573,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.37251769488706843}",20,4,-4.234655662367651,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.3706551064126331}",20,14,-29.99604433657128,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.36880183088056995}",30,12,8.83540599493029,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.3669578217261671}",25,19,5.795685376456623,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.36512303261753626}",20,0,-34.27767504036574,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.3632974174544486}",30,0,-37.540596855080764,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.3614809303671764}",20,10,-17.90381517905316,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.3596735257153405}",25,17,15.81120358522717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.3578751580867638}",25,15,-41.321852244310406,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.35608578229633}",20,7,2.702247035874725,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.3543053533848483}",20,9,-45.74700972290842,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.35253382661792404}",30,0,-3.723985978097203,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.3507711574848344}",30,0,18.621034602122457,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.34901730169741024}",25,18,13.015804226876343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.3472722151889232}",25,3,-99.66653810192359,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 2}",1
212,False,"{'a': 0.5, 'e': 0.3455358541129786}",25,20,11.112353201023637,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.3438081748424137}",20,8,6.871251999140763,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.3420891339682016}",25,9,-7.2349376377338865,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.3403786882983606}",30,0,1.1744637538158895,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.3386767948568688}",35,24,18.316716960077425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33698341088258443}",20,7,-24.693661166306423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.3352984938281715}",20,6,-35.33694597821859,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.33362200135903064}",25,12,-27.592356821313096,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.33195389135223546}",20,0,-39.01747868995459,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.3302941218954743}",20,12,17.81402130983116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32864265128599696}",30,6,31.7125289604854,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.326999438029567}",35,23,12.370712663341891,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.3253644408394192}",25,0,-44.848613429472096,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.3237376186352221}",20,4,4.7193269319391415,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.322118930542046}",25,11,3.0253905223195208,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.32050833588933575}",20,0,-35.08984421056843,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.31890579420988907}",25,11,-1.8575992507037589,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3173112652388396}",20,1,-27.38294715645151,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.3157247089126454}",30,20,6.106351727118882,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3141460853680822}",20,6,-10.670646283138554,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3125753549412418}",20,6,11.249724464986453,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.31101247816653554}",20,0,10.038381906401334,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.30945741577570285}",30,17,4.7806292240371375,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.3079101286968243}",25,13,10.775639635896166,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.3063705780533402}",25,10,2.7346392254938685,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30483872516307353}",20,1,-31.467468815758597,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
238,False,"{'a': 0.5, 'e': 0.3033145315372582}",30,0,10.366128482207818,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.3017979588795719}",20,9,-23.79902200699127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.30028896908517405}",25,10,8.87920526177294,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2987875242397482}",30,11,16.33656492814089,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.29729358661854943}",20,0,-55.288574377481545,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.29580711868545667}",30,8,-41.727728654778694,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.2943280830920294}",25,3,5.5944228435068055,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.29285644267656924}",20,13,-72.85762437423516,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
246,False,"{'a': 0.5, 'e': 0.2913921604631864}",25,12,-0.4368488578556775,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.28993519966087045}",25,0,-27.980914358154795,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.2884855236625661}",20,6,-11.793306442424985,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.28704309604425327}",20,4,26.92871292686931,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.285607880564032}",30,18,0.8164714901927583,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.28417984116121187}",30,0,-5.016605297474846,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.2827589419554058}",25,2,36.79798125534016,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.28134514724562876}",20,10,-6.814689228983193,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2799384215094006}",20,9,5.446819644026578,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.27853872940185365}",25,10,-0.13748482968646547,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27714603575484437}",30,16,11.35286287213008,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2757603055760701}",25,8,-17.912491377987457,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.2743815040481898}",20,4,3.0587274331817804,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2730095965279488}",35,19,6.991746794454458,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.27164454854530906}",30,18,20.005064771899747,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.2702863258025825}",20,5,-14.98263256984771,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.2689348941735696}",30,7,25.543704873866744,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.26759021970270175}",30,8,18.304231523699006,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.2662522686041882}",30,4,-10.820015552817033,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.2649210072611673}",30,0,-63.14043729985713,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
266,False,"{'a': 0.5, 'e': 0.26359640222486147}",20,8,7.032181631537604,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.26227842021373715}",25,20,8.91040980490001,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.2609670281126685}",20,10,10.849566334026935,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.25966219297210513}",25,13,13.424865289334182,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2583638820072446}",25,13,-33.569162739655944,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.2570720625972084}",20,8,18.3303030455935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.25578670228422234}",20,0,-36.44725333390414,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.25450776877280124}",25,12,-40.52320876065684,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.5, 'e': 0.2532352299289372}",25,16,6.830423134689008,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.2519690537792925}",30,19,13.293279475246901,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.2507092085103961}",20,12,12.858036898213607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2494556624678441}",20,14,-2.04608273651821,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.24820838415550486}",30,14,26.943497880243243,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24696734223472733}",25,2,0.9449731994009003,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.2457325055235537}",20,6,-19.61555838416986,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.24450384299593592}",25,8,-17.355308266564688,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24328132378095624}",20,0,26.84613422382288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.24206491716205145}",20,4,14.014469630719345,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.2408545925762412}",20,0,14.269211539668671,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.23965031961336}",20,10,9.635702720110352,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.2384520680152932}",20,10,2.6758153835932186,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23725980767521673}",30,20,9.325789429211579,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.23607350863684065}",20,3,-21.395735785084426,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.23489314109365644}",20,6,22.035260485591525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23371867538818816}",30,13,11.535404011488598,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23255008201124722}",20,16,8.08848148990827,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.231387331601191}",35,17,27.014545223114443,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.23023039494318503}",20,13,1.0864365676656265,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.2290792429684691}",20,16,7.171203391781198,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22793384675362674}",25,0,-25.156132409456852,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.22679417751985861}",20,0,-22.49322422526389,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.22566020663225933}",25,0,-45.46334940368028,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.22453190559909803}",25,13,-23.620660344905723,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22340924607110255}",20,14,-23.60454053366308,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22229219984074702}",20,10,-45.51986054078477,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.2211807388415433}",25,18,13.3004499030132,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.22007483514733558}",20,0,-0.38782445616746,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.2189744609715989}",20,12,12.900182741721046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.2178795886667409}",20,9,14.05785162123492,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.2167901907234072}",30,0,35.12884506733295,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.21570623976979014}",20,14,11.550781559066195,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21462770857094118}",30,7,-21.083912960459468,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
308,False,"{'a': 0.5, 'e': 0.21355457002808648}",25,18,-27.723687643298973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.21248679717794605}",30,9,-36.33702609765827,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.21142436319205632}",20,4,18.844775979732628,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21036724137609603}",20,8,20.07328189488083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.20931540516921554}",20,14,9.994230583020151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20826882814336947}",20,10,5.085828902334811,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20722748400265262}",20,2,-19.893909842065796,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20619134658263935}",25,15,7.6455270538916125,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20516038984972615}",20,15,0.5893363649403078,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.2041345879004775}",30,19,7.837955998570987,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.2031139149609751}",20,6,7.743001035605573,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.20209834538617025}",20,16,7.202257276770233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.2010878536592394}",25,0,5.4297412562589935,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.2000824143909432}",25,18,11.267248267818092,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.19908200231898848}",20,10,8.51696233551187,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19808659230739353}",20,0,17.397705307037967,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19709615934585656}",25,11,11.283056961419886,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19611067854912728}",25,0,-14.14698254189913,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.19513012515638165}",25,13,13.843035849618042,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.19415447453059972}",25,16,16.91253804592109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19318370215794672}",20,9,9.77403371297947,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.192217783647157}",25,4,24.09393940298328,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.1912566947289212}",20,0,-44.122720826557185,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.1903004112552766}",20,9,12.359811922090778,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.18934890919900021}",20,12,3.673506848013647,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18840216465300522}",35,14,23.83950877147039,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.18746015382974018}",25,18,12.290322864751364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.1865228530605915}",25,13,-32.73682888324476,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.18559023879528855}",20,12,13.96998102598281,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.1846622876013121}",25,14,18.66219990185069,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.18373897616330553}",25,7,-0.2598385119913553,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.182820281282489}",30,12,-22.044131546824026,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.18190617987607657}",20,7,17.424230137927665,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.18099664897669618}",20,3,20.13918189176595,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1800916657318127}",25,9,30.218941638287955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.17919120740315364}",20,10,9.12208404857273,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17829525136613786}",25,15,-3.8516983089379786,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17740377510930716}",20,11,16.291479556543933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17651675623376062}",30,15,29.016919371680675,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1756341724525918}",25,18,8.760349144797958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17475600159032884}",25,15,5.463990609862611,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17388222158237718}",25,15,21.083238592782884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.1730128104744653}",20,10,-3.4535339471181525,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17214774642209296}",35,21,4.243600153674825,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.1712870076899825}",30,12,-16.06664028130197,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.17043057265153258}",25,0,37.46495444624345,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.16957841978827493}",20,12,-29.81015966410261,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.16873052768933355}",20,3,27.57938293669912,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1678868750508869}",20,11,15.393326363496152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16704744067563246}",20,14,11.794698093838186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.1662122034722543}",30,17,10.842413813439531,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16538114245489302}",30,16,18.726519157715728,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16455423674261854}",25,0,-41.291862776093055,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.16373146555890544}",20,6,28.52937629232027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16291280823111093}",20,13,13.117393076389071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.16209824418995536}",20,2,-11.132740045345326,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16128775296900558}",20,12,15.007551994748091,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16048131420416054}",20,9,18.472840363717566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.15967890763313974}",20,0,-12.15616227185512,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
